;sequence;code_d_1;labels_d_1;scores_d_1;code_d_2;labels_d_2;scores_d_2;code_d_3;labels_d_3;scores_d_3;code_d_4;labels_d_4;scores_d_4;code_d_5;labels_d_5;scores_d_5;code_d_6;labels_d_6;scores_d_6
228;The structure-function relationships between capsular polysaccharides and the immune system during Streptococcus suis infections;RDF30;Medical, health and life sciences;0.34379056096077;RDF10;Natural sciences;0.325191915035248;RDF50;Social sciences;0.119971863925457;RDF20-21;Engineering and technology;0.0779741480946541;RDF60;Humanities and the arts;0.0719128921627998;RDF40;Agricultural and veterinary sciences;0.0611585900187492
229;Pacing Brain Rhythms;RDF30;Medical, health and life sciences;0.34422105550766;RDF10;Natural sciences;0.164097025990486;RDF50;Social sciences;0.152742132544518;RDF60;Humanities and the arts;0.152405440807343;RDF20-21;Engineering and technology;0.0991034731268883;RDF40;Agricultural and veterinary sciences;0.0874309241771698
230;Atmospheric measurements and modeling studies to improve understanding of organic and mineral dust aerosols in northern Canada;RDF10;Natural sciences;0.344503879547119;RDF20-21;Engineering and technology;0.318655639886856;RDF50;Social sciences;0.13599094748497;RDF40;Agricultural and veterinary sciences;0.0723634585738182;RDF60;Humanities and the arts;0.0690876394510269;RDF30;Medical, health and life sciences;0.0593984164297581
231;Priorisation des soins intensifs en contexte extrême de pandémie : 1) modélisation/simulation de différentes stratégies de priorisation de l'accès aux soins intensifs et 2) délibérations démocratiques des parties prenantes sur les valeurs qui sous-tendent les modèles et leurs impacts sanitaires;RDF30;Medical, health and life sciences;0.344572186470032;RDF20-21;Engineering and technology;0.269450902938843;RDF50;Social sciences;0.13363741338253;RDF10;Natural sciences;0.0947839692234993;RDF40;Agricultural and veterinary sciences;0.0865697264671326;RDF60;Humanities and the arts;0.070985846221447
232;Transcriptional regulation by long noncoding RNAs;RDF30;Medical, health and life sciences;0.345531821250916;RDF20-21;Engineering and technology;0.233216866850853;RDF10;Natural sciences;0.158227190375328;RDF40;Agricultural and veterinary sciences;0.0913702175021172;RDF50;Social sciences;0.0861034169793129;RDF60;Humanities and the arts;0.0855505168437958
233;A FOCUS on youth mental health and substance use-related outcomes, inequities and trajectories during COVID-19 and beyond: A mixed-methods study in Canada and France;RDF50;Social sciences;0.347937852144241;RDF30;Medical, health and life sciences;0.294632762670517;RDF10;Natural sciences;0.119925901293755;RDF40;Agricultural and veterinary sciences;0.0880345553159714;RDF60;Humanities and the arts;0.0807058289647102;RDF20-21;Engineering and technology;0.0687631219625473
234;Mitochondrial epigenetics and ORFan genes: exploiting the mitochondrial genetic system to fuel phenotypic variation and functional novelties;RDF10;Natural sciences;0.348153859376907;RDF30;Medical, health and life sciences;0.272869020700455;RDF20-21;Engineering and technology;0.163293287158012;RDF50;Social sciences;0.0877176225185394;RDF60;Humanities and the arts;0.0867839008569717;RDF40;Agricultural and veterinary sciences;0.0411823503673077
235;COVID-19 seroepidemiology in children Using Retrieved POPCORN site Leftover Samples (CURNLS);RDF30;Medical, health and life sciences;0.348712503910065;RDF50;Social sciences;0.217039942741394;RDF10;Natural sciences;0.155943095684052;RDF20-21;Engineering and technology;0.109020762145519;RDF40;Agricultural and veterinary sciences;0.091231569647789;RDF60;Humanities and the arts;0.0780520811676979
236;Investigating the Adamts19-dependent mechanisms that regulate valve maturation;RDF10;Natural sciences;0.349290400743485;RDF20-21;Engineering and technology;0.323802202939987;RDF30;Medical, health and life sciences;0.189820677042007;RDF50;Social sciences;0.0714060664176941;RDF40;Agricultural and veterinary sciences;0.0346772819757462;RDF60;Humanities and the arts;0.0310033336281776
237;B cell intrinsic mechanisms of the germinal centre reaction;RDF10;Natural sciences;0.350017309188843;RDF30;Medical, health and life sciences;0.288366079330444;RDF20-21;Engineering and technology;0.118684187531471;RDF50;Social sciences;0.0945091545581818;RDF60;Humanities and the arts;0.0784299597144127;RDF40;Agricultural and veterinary sciences;0.0699932500720024
238;Transnational families and midwifery care: Expectations, challenges and practices during pregnancy, childbirth and postpartum;RDF30;Medical, health and life sciences;0.350596338510513;RDF50;Social sciences;0.278170853853226;RDF10;Natural sciences;0.159858271479607;RDF20-21;Engineering and technology;0.0828997269272804;RDF60;Humanities and the arts;0.0742124989628792;RDF40;Agricultural and veterinary sciences;0.0542622618377209
239;The release of carbon and pollutants from eastern canadian watersheds in response to atmospheric deposition and climate change;RDF10;Natural sciences;0.352514863014221;RDF50;Social sciences;0.2386334836483;RDF40;Agricultural and veterinary sciences;0.1286990493536;RDF60;Humanities and the arts;0.101348601281643;RDF30;Medical, health and life sciences;0.0920751988887787;RDF20-21;Engineering and technology;0.0867287293076515
240;Levelling the Playing Fields: Creating the conditions for free-play to emerge in cities;RDF20-21;Engineering and technology;0.352835714817047;RDF50;Social sciences;0.219489738345146;RDF60;Humanities and the arts;0.158013686537743;RDF10;Natural sciences;0.128304541110992;RDF30;Medical, health and life sciences;0.0725621804594994;RDF40;Agricultural and veterinary sciences;0.0687940865755081
241;"Dynamiques de cohabitation à l'ère de la ""super-diversité""";RDF20-21;Engineering and technology;0.352839440107346;RDF60;Humanities and the arts;0.231186926364899;RDF30;Medical, health and life sciences;0.147257208824158;RDF10;Natural sciences;0.104514628648758;RDF50;Social sciences;0.0994108319282532;RDF40;Agricultural and veterinary sciences;0.0647910237312317
242;Coronavirus Crisis Competence Among Sexual and Gender Minorities;RDF30;Medical, health and life sciences;0.352856695652008;RDF50;Social sciences;0.230330049991608;RDF10;Natural sciences;0.142068102955818;RDF40;Agricultural and veterinary sciences;0.0939428880810738;RDF60;Humanities and the arts;0.0916611105203629;RDF20-21;Engineering and technology;0.0891411677002907
243;The many paths to ecological network inference: reconciling machine learning, empirical data, and ecological knowledge;RDF10;Natural sciences;0.352905452251434;RDF20-21;Engineering and technology;0.311172723770142;RDF50;Social sciences;0.109887473285198;RDF30;Medical, health and life sciences;0.095241092145443;RDF60;Humanities and the arts;0.0709835439920425;RDF40;Agricultural and veterinary sciences;0.0598097182810307
244;Between precarity and hospitality: The contentious spaces of migration in North America's borderlands;RDF50;Social sciences;0.353431612253189;RDF10;Natural sciences;0.23545640707016;RDF60;Humanities and the arts;0.125923335552216;RDF40;Agricultural and veterinary sciences;0.114145874977112;RDF20-21;Engineering and technology;0.0970349982380867;RDF30;Medical, health and life sciences;0.0740077644586563
245;How do pioneer factor open chromatin?;RDF20-21;Engineering and technology;0.353658437728882;RDF10;Natural sciences;0.293017745018005;RDF30;Medical, health and life sciences;0.162049725651741;RDF50;Social sciences;0.077433206140995;RDF60;Humanities and the arts;0.0673347041010857;RDF40;Agricultural and veterinary sciences;0.0465062148869038
246;Optimiser la transition des soins entre les différents milieux avec l'apport de la technologie pour favoriser la santé et l'autonomie des personnes âgées fragilisées vivant ou non en régions éloignées;RDF30;Medical, health and life sciences;0.354057252407074;RDF20-21;Engineering and technology;0.317166060209274;RDF40;Agricultural and veterinary sciences;0.267028421163559;RDF10;Natural sciences;0.0212630033493042;RDF60;Humanities and the arts;0.0212365053594112;RDF50;Social sciences;0.0192487668246031
247;Regulation of thymic selection thresholds and their role in establishing T cell function;RDF30;Medical, health and life sciences;0.354563415050507;RDF10;Natural sciences;0.273878514766693;RDF20-21;Engineering and technology;0.169653698801994;RDF50;Social sciences;0.099902018904686;RDF60;Humanities and the arts;0.0609831921756268;RDF40;Agricultural and veterinary sciences;0.0410191342234612
248;Unité de liaison pour la recherche internationale sur le conseil scientifique;RDF50;Social sciences;0.354734867811203;RDF20-21;Engineering and technology;0.319490283727646;RDF10;Natural sciences;0.141976714134216;RDF30;Medical, health and life sciences;0.0954343006014824;RDF40;Agricultural and veterinary sciences;0.0484784692525864;RDF60;Humanities and the arts;0.0398853085935116
249;Jean-Marc Vallée : de Montréal à Hollywood;RDF60;Humanities and the arts;0.355158060789108;RDF30;Medical, health and life sciences;0.172556191682816;RDF50;Social sciences;0.13943275809288;RDF10;Natural sciences;0.132997930049896;RDF20-21;Engineering and technology;0.123206943273544;RDF40;Agricultural and veterinary sciences;0.0766481310129166
250;Novel mechanisms of theca cell growth in the ovarian follicle of cattle;RDF40;Agricultural and veterinary sciences;0.355683654546738;RDF10;Natural sciences;0.34465366601944;RDF30;Medical, health and life sciences;0.176603764295578;RDF20-21;Engineering and technology;0.0652493312954903;RDF50;Social sciences;0.0355397053062916;RDF60;Humanities and the arts;0.0222697965800762
251;What Do Deep Learning Systems Understand?;RDF20-21;Engineering and technology;0.356896966695786;RDF30;Medical, health and life sciences;0.195846855640411;RDF50;Social sciences;0.12287662178278;RDF10;Natural sciences;0.11913263052702;RDF60;Humanities and the arts;0.118264928460121;RDF40;Agricultural and veterinary sciences;0.0869820043444634
252;Functions of bacterial type IA topoisomerases in the prevention of R-loop-dependent and -independent genomic instability;RDF20-21;Engineering and technology;0.357146143913269;RDF10;Natural sciences;0.287317514419556;RDF30;Medical, health and life sciences;0.19794949889183;RDF50;Social sciences;0.0684750154614449;RDF60;Humanities and the arts;0.0572296753525734;RDF40;Agricultural and veterinary sciences;0.0318821109831333
253;Transitioning from late adolescence into emerging adulthood: The role of past and current parenting;RDF50;Social sciences;0.358316391706467;RDF60;Humanities and the arts;0.163954645395279;RDF10;Natural sciences;0.153066590428352;RDF30;Medical, health and life sciences;0.125042393803597;RDF20-21;Engineering and technology;0.102423146367073;RDF40;Agricultural and veterinary sciences;0.0971968770027161
254;Modèle explicatif des liens drogues-crimes des jeunes femmes adultes: une nouvelle perspective;RDF50;Social sciences;0.358502805233002;RDF30;Medical, health and life sciences;0.181088045239449;RDF10;Natural sciences;0.139104560017586;RDF60;Humanities and the arts;0.122274719178677;RDF40;Agricultural and veterinary sciences;0.114877969026566;RDF20-21;Engineering and technology;0.08415187895298
255;Improved representation, impact assessment, and adaptive management of water resource systems under changing natural and anthropogenic conditions;RDF10;Natural sciences;0.358729869127274;RDF20-21;Engineering and technology;0.351961970329285;RDF50;Social sciences;0.127232819795609;RDF60;Humanities and the arts;0.0641863122582436;RDF40;Agricultural and veterinary sciences;0.0570048391819;RDF30;Medical, health and life sciences;0.040884155780077
256;Investigating mitochondrial biogenesis rheostat functions in skin aging: stress sensing and control of immunometabolic landscapes;RDF30;Medical, health and life sciences;0.358934789896011;RDF10;Natural sciences;0.283157765865326;RDF20-21;Engineering and technology;0.242994636297226;RDF50;Social sciences;0.0551158860325813;RDF60;Humanities and the arts;0.03681730479002;RDF40;Agricultural and veterinary sciences;0.0229796525090933
257;New perspectives on job search and labour markets;RDF50;Social sciences;0.359618335962296;RDF30;Medical, health and life sciences;0.162350624799728;RDF10;Natural sciences;0.132908567786217;RDF20-21;Engineering and technology;0.123714692890644;RDF60;Humanities and the arts;0.113887026906013;RDF40;Agricultural and veterinary sciences;0.107520781457424
258;A multi-site, prospective study of the role of emotional competence in (mal)adaptive functioning among university students exposed to sexual violence;RDF50;Social sciences;0.360161602497101;RDF30;Medical, health and life sciences;0.319803088903427;RDF60;Humanities and the arts;0.107491135597229;RDF10;Natural sciences;0.0893829464912415;RDF20-21;Engineering and technology;0.0721321776509285;RDF40;Agricultural and veterinary sciences;0.0510290786623955
